,coords.x1,coords.x2,X,OBJECTID,Shape,ORIG_FID,DomainNum,SiteID,Source,Length,Shape_Leng,Permanent_Identifier,slope
203,-105.556903,40.040667,203,487,Point,13,D13,COMO,NA,0,1038.329174,1018,0.113939414
204,-105.556784,40.040605,204,488,Point,13,D13,COMO,NA,0,1038.329174,1018,0.116449698
205,-105.55666,40.040572,205,489,Point,13,D13,COMO,NA,0,1038.329174,1018,0.125449989
206,-105.556524,40.040501,206,490,Point,13,D13,COMO,NA,0,1038.329174,1018,0.167531515
207,-105.556443,40.040519,207,491,Point,13,D13,COMO,NA,0,1038.329174,1018,0.161625992
208,-105.556423,40.040402,208,492,Point,13,D13,COMO,NA,0,1038.329174,1018,0.133008554
209,-105.556562,40.040343,209,493,Point,13,D13,COMO,NA,0,1038.329174,1018,0.145448116
210,-105.556431,40.040235,210,494,Point,13,D13,COMO,NA,0,1038.329174,1018,0.123759024
211,-105.55642,40.040119,211,495,Point,13,D13,COMO,NA,0,1038.329174,1018,0.175263926
212,-105.556377,40.039985,212,496,Point,13,D13,COMO,NA,0,1038.329174,1018,0.107637465
213,-105.556261,40.039899,213,497,Point,13,D13,COMO,NA,0,1038.329174,1018,0.102757097
214,-105.556262,40.039851,214,498,Point,13,D13,COMO,NA,0,1038.329174,1018,0.026242002
215,-105.556163,40.039765,215,499,Point,13,D13,COMO,NA,0,1038.329174,1018,0.025107387
216,-105.556001,40.039719,216,500,Point,13,D13,COMO,NA,0,1038.329174,1018,0.030709719
217,-105.555829,40.039756,217,501,Point,13,D13,COMO,NA,0,1038.329174,1018,0.059536758
218,-105.555652,40.039712,218,502,Point,13,D13,COMO,NA,0,1038.329174,1018,0.062301837
219,-105.555614,40.039821,219,503,Point,13,D13,COMO,NA,0,1038.329174,1018,0.059541674
220,-105.555463,40.039857,220,504,Point,13,D13,COMO,NA,0,1038.329174,1018,0.028405603
221,-105.555319,40.039788,221,505,Point,13,D13,COMO,NA,0,1038.329174,1018,0.019599811
222,-105.555156,40.039706,222,506,Point,13,D13,COMO,NA,0,1038.329174,1018,0.009582313
223,-105.555037,40.039642,223,507,Point,13,D13,COMO,NA,0,1038.329174,1018,0.003050402
224,-105.555006,40.039493,224,508,Point,13,D13,COMO,NA,0,1038.329174,1018,0.007747132
225,-105.554897,40.039348,225,509,Point,13,D13,COMO,NA,0,1038.329174,1018,0.01963056
226,-105.5548,40.039204,226,510,Point,13,D13,COMO,NA,0,1038.329174,1018,0.02136821
227,-105.554733,40.039053,227,511,Point,13,D13,COMO,NA,0,1038.329174,1018,0.024999672
228,-105.554675,40.038911,228,512,Point,13,D13,COMO,NA,0,1038.329174,1018,0.017586965
229,-105.554817,40.038872,229,513,Point,13,D13,COMO,NA,0,1038.329174,1018,0.026559085
230,-105.554949,40.038755,230,514,Point,13,D13,COMO,NA,0,1038.329174,1018,0.032429341
231,-105.554996,40.038616,231,515,Point,13,D13,COMO,NA,0,1038.329174,1018,0.05064937
232,-105.554993,40.038518,232,516,Point,13,D13,COMO,NA,0,1038.329174,1018,0.043882563
233,-105.554958,40.038383,233,517,Point,13,D13,COMO,NA,0,1038.329174,1018,0.032882915
234,-105.554968,40.038229,234,518,Point,13,D13,COMO,NA,0,1038.329174,1018,0.013390966
235,-105.554968,40.038229,289,573,Point,15,D13,COMO,NA,0,290.834946,1018,0.014194481
236,-105.554894,40.038096,290,574,Point,15,D13,COMO,NA,0,290.834946,1018,0.161137944
237,-105.554879,40.037955,291,575,Point,15,D13,COMO,NA,0,290.834946,1018,0.179819289
238,-105.554851,40.037849,292,576,Point,15,D13,COMO,NA,0,290.834946,1018,0.224690919
239,-105.554906,40.037725,293,577,Point,15,D13,COMO,NA,0,290.834946,1018,0.07360661
240,-105.554885,40.037563,294,578,Point,15,D13,COMO,NA,0,290.834946,1018,0.05263559
241,-105.554845,40.037434,295,579,Point,15,D13,COMO,NA,0,290.834946,1018,0.002769431
242,-105.55473,40.037332,296,580,Point,15,D13,COMO,NA,0,290.834946,1018,0.004229474
243,-105.554714,40.037195,297,581,Point,15,D13,COMO,NA,0,290.834946,1018,0.004329218
244,-105.554643,40.037068,298,582,Point,15,D13,COMO,NA,0,290.834946,1018,0.004407984
245,-105.554548,40.036952,299,583,Point,15,D13,COMO,NA,0,290.834946,1018,0.005058642
246,-105.554423,40.036839,300,584,Point,15,D13,COMO,NA,0,290.834946,1018,0.006344214
247,-105.554357,40.0367,301,585,Point,15,D13,COMO,NA,0,290.834946,1018,0.007490001
248,-105.554344,40.036582,302,586,Point,15,D13,COMO,NA,0,290.834946,1018,0.00793102
249,-105.554286,40.036442,303,587,Point,15,D13,COMO,NA,0,290.834946,1018,0.008641435
250,-105.554238,40.036367,304,588,Point,15,D13,COMO,NA,0,290.834946,1018,0.010776135
251,-105.554238,40.036367,323,607,Point,17,D13,COMO,NA,0,119.869632,1018,0.010354068
252,-105.554263,40.036235,324,608,Point,17,D13,COMO,NA,0,119.869632,1018,0.008536821
253,-105.554261,40.036145,325,609,Point,17,D13,COMO,NA,0,119.869632,1018,0.009588749
254,-105.554231,40.036001,326,610,Point,17,D13,COMO,NA,0,119.869632,1018,0.007837526
255,-105.554151,40.035859,327,611,Point,17,D13,COMO,NA,0,119.869632,1018,0.006508533
256,-105.554031,40.035742,328,612,Point,17,D13,COMO,NA,0,119.869632,1018,0.009667995
257,-105.553959,40.035666,329,613,Point,17,D13,COMO,NA,0,119.869632,1018,0.017428234
258,-105.575528,40.042462,235,519,Point,14,D13,COMO,NA,0,1057.930827,1015,0.044744923
259,-105.575516,40.042322,236,520,Point,14,D13,COMO,NA,0,1057.930827,1015,0.044697659
260,-105.57534,40.042254,237,521,Point,14,D13,COMO,NA,0,1057.930827,1015,0.040772002
261,-105.575185,40.042194,238,522,Point,14,D13,COMO,NA,0,1057.930827,1015,0.016892962
262,-105.575123,40.042078,239,523,Point,14,D13,COMO,NA,0,1057.930827,1015,0.013798882
263,-105.574964,40.041971,240,524,Point,14,D13,COMO,NA,0,1057.930827,1015,0.016276971
264,-105.574873,40.041835,241,525,Point,14,D13,COMO,NA,0,1057.930827,1015,0.017814794
265,-105.574695,40.041797,242,526,Point,14,D13,COMO,NA,0,1057.930827,1015,0.019230954
266,-105.574585,40.041827,243,527,Point,14,D13,COMO,NA,0,1057.930827,1015,0.018984422
267,-105.574423,40.04179,244,528,Point,14,D13,COMO,NA,0,1057.930827,1015,0.021435149
268,-105.574278,40.041847,245,529,Point,14,D13,COMO,NA,0,1057.930827,1015,0.021142566
269,-105.574105,40.041816,246,530,Point,14,D13,COMO,NA,0,1057.930827,1015,0.024180502
270,-105.573976,40.041736,247,531,Point,14,D13,COMO,NA,0,1057.930827,1015,0.034193383
271,-105.573892,40.041607,248,532,Point,14,D13,COMO,NA,0,1057.930827,1015,0.033328482
272,-105.57387,40.041467,249,533,Point,14,D13,COMO,NA,0,1057.930827,1015,0.055135015
273,-105.573997,40.041378,250,534,Point,14,D13,COMO,NA,0,1057.930827,1015,0.0826774
274,-105.573992,40.041275,251,535,Point,14,D13,COMO,NA,0,1057.930827,1015,0.111155057
275,-105.573916,40.041191,252,536,Point,14,D13,COMO,NA,0,1057.930827,1015,0.128585502
276,-105.57387,40.041048,253,537,Point,14,D13,COMO,NA,0,1057.930827,1015,0.157229426
277,-105.573698,40.041035,254,538,Point,14,D13,COMO,NA,0,1057.930827,1015,0.23919926
278,-105.573574,40.041141,255,539,Point,14,D13,COMO,NA,0,1057.930827,1015,0.203099044
279,-105.57341,40.041089,256,540,Point,14,D13,COMO,NA,0,1057.930827,1015,0.167455876
280,-105.573256,40.041133,257,541,Point,14,D13,COMO,NA,0,1057.930827,1015,0.079210607
281,-105.573099,40.041112,258,542,Point,14,D13,COMO,NA,0,1057.930827,1015,0.186339705
282,-105.572943,40.041111,259,543,Point,14,D13,COMO,NA,0,1057.930827,1015,0.20582651
283,-105.572799,40.041062,260,544,Point,14,D13,COMO,NA,0,1057.930827,1015,0.23661835
284,-105.572864,40.040984,261,545,Point,14,D13,COMO,NA,0,1057.930827,1015,0.159782562
285,-105.572792,40.040865,262,546,Point,14,D13,COMO,NA,0,1057.930827,1015,0.117279577
286,-105.572603,40.040866,263,547,Point,14,D13,COMO,NA,0,1057.930827,1015,0.079433717
287,-105.572599,40.040727,264,548,Point,14,D13,COMO,NA,0,1057.930827,1015,0.079537243
288,-105.572613,40.040612,265,549,Point,14,D13,COMO,NA,0,1057.930827,1015,0.080079216
289,-105.572455,40.040538,266,550,Point,14,D13,COMO,NA,0,1057.930827,1015,0.068250362
290,-105.57236,40.040658,267,551,Point,14,D13,COMO,NA,0,1057.930827,1015,0.029323575
291,-105.57226,40.040745,268,552,Point,14,D13,COMO,NA,0,1057.930827,1015,0.01710422
292,-105.572162,40.04072,269,553,Point,14,D13,COMO,NA,0,1057.930827,1015,0.080442235
293,-105.572044,40.040614,270,554,Point,14,D13,COMO,NA,0,1057.930827,1015,0.13748719
294,-105.571968,40.04055,271,555,Point,14,D13,COMO,NA,0,1057.930827,1015,0.16588743
295,-105.571819,40.040517,272,556,Point,14,D13,COMO,NA,0,1057.930827,1015,0.112116771
296,-105.571639,40.040454,273,557,Point,14,D13,COMO,NA,0,1057.930827,1015,0.063948166
297,-105.571499,40.04038,274,558,Point,14,D13,COMO,NA,0,1057.930827,1015,0.068107926
298,-105.571301,40.040369,275,559,Point,14,D13,COMO,NA,0,1057.930827,1015,0.128337372
299,-105.571195,40.040269,276,560,Point,14,D13,COMO,NA,0,1057.930827,1015,0.168352599
300,-105.571131,40.040234,277,561,Point,14,D13,COMO,NA,0,1057.930827,1015,0.178106525
301,-105.571074,40.040364,278,562,Point,14,D13,COMO,NA,0,1057.930827,1015,0.122597756
302,-105.570906,40.040348,279,563,Point,14,D13,COMO,NA,0,1057.930827,1015,0.085900534
303,-105.570759,40.040346,280,564,Point,14,D13,COMO,NA,0,1057.930827,1015,0.088770356
304,-105.570636,40.040365,281,565,Point,14,D13,COMO,NA,0,1057.930827,1015,0.082022825
305,-105.570471,40.040356,282,566,Point,14,D13,COMO,NA,0,1057.930827,1015,0.08627584
306,-105.570327,40.040264,283,567,Point,14,D13,COMO,NA,0,1057.930827,1015,0.050623969
307,-105.570161,40.040235,284,568,Point,14,D13,COMO,NA,0,1057.930827,1015,0.069509314
308,-105.570132,40.040113,285,569,Point,14,D13,COMO,NA,0,1057.930827,1015,0.06411768
309,-105.570023,40.039962,286,570,Point,14,D13,COMO,NA,0,1057.930827,1015,0.085717916
310,-105.569972,40.039813,287,571,Point,14,D13,COMO,NA,0,1057.930827,1015,0.082488956
311,-105.569815,40.039725,288,572,Point,14,D13,COMO,NA,0,1057.930827,1015,0.067798116
312,-105.551454,40.034173,305,589,Point,16,D13,COMO,NA,0,327.822331,1017,0.034885679
313,-105.55131,40.034095,306,590,Point,16,D13,COMO,NA,0,327.822331,1017,0.005157299
314,-105.551149,40.034067,307,591,Point,16,D13,COMO,NA,0,327.822331,1017,0.016174702
315,-105.550999,40.03398,308,592,Point,16,D13,COMO,NA,0,327.822331,1017,0.015989679
316,-105.550864,40.034003,309,593,Point,16,D13,COMO,NA,0,327.822331,1017,0.026846826
317,-105.550722,40.033907,310,594,Point,16,D13,COMO,NA,0,327.822331,1017,0.020195438
318,-105.550565,40.033964,311,595,Point,16,D13,COMO,NA,0,327.822331,1017,0.020580795
319,-105.550398,40.034025,312,596,Point,16,D13,COMO,NA,0,327.822331,1017,0.011267554
320,-105.550195,40.034035,313,597,Point,16,D13,COMO,NA,0,327.822331,1017,0.010422743
321,-105.550003,40.03409,314,598,Point,16,D13,COMO,NA,0,327.822331,1017,0.018261816
322,-105.549811,40.034117,315,599,Point,16,D13,COMO,NA,0,327.822331,1017,0.017141717
323,-105.549731,40.034159,316,600,Point,16,D13,COMO,NA,0,327.822331,1017,0.070918036
324,-105.549593,40.034209,317,601,Point,16,D13,COMO,NA,0,327.822331,1017,0.086108977
325,-105.549432,40.03427,318,602,Point,16,D13,COMO,NA,0,327.822331,1017,0.097933457
326,-105.549326,40.034298,319,603,Point,16,D13,COMO,NA,0,327.822331,1017,0.042954404
327,-105.549299,40.034393,320,604,Point,16,D13,COMO,NA,0,327.822331,1017,0.026658157
328,-105.549143,40.034487,321,605,Point,16,D13,COMO,NA,0,327.822331,1017,0.029148818
329,-105.549082,40.034556,322,606,Point,16,D13,COMO,NA,0,327.822331,1017,0.080021231
330,-105.55568,40.036566,330,82,Point,4,D13,COMO,NA,0,1762.790324,1020,0.08581149
331,-105.555584,40.036521,331,83,Point,0,D13,COMO,NA,0,2899.690984,1020,0.085833561
332,-105.555406,40.036465,332,84,Point,0,D13,COMO,NA,0,2899.690984,1020,0.05747322
333,-105.555232,40.036385,333,85,Point,0,D13,COMO,NA,0,2899.690984,1020,0.057231046
334,-105.555208,40.036233,334,86,Point,0,D13,COMO,NA,0,2899.690984,1020,0.059698076
335,-105.555042,40.036133,335,87,Point,0,D13,COMO,NA,0,2899.690984,1020,0.069345468
336,-105.55487,40.036046,336,88,Point,0,D13,COMO,NA,0,2899.690984,1020,0.093005391
337,-105.55467,40.035983,337,89,Point,0,D13,COMO,NA,0,2899.690984,1020,0.081020338
338,-105.554466,40.035927,338,90,Point,0,D13,COMO,NA,0,2899.690984,1020,0.055651955
339,-105.554313,40.035864,339,91,Point,0,D13,COMO,NA,0,2899.690984,1020,0.042321115
340,-105.554244,40.035713,340,92,Point,0,D13,COMO,NA,0,2899.690984,1020,0.035815301
341,-105.554118,40.035697,341,93,Point,0,D13,COMO,NA,0,2899.690984,1020,0.034409828
342,-105.553959,40.035666,342,94,Point,0,D13,COMO,NA,0,119.869632,1020,0.017447855
343,-105.553959,40.035666,342,94,Point,0,D13,COMO,NA,0,119.869632,1021,0.017447855
344,-105.553954,40.035666,343,95,Point,0,D13,COMO,NA,0,2899.690984,1021,0.029217788
345,-105.553862,40.035558,344,96,Point,0,D13,COMO,NA,0,2899.690984,1021,0.035538739
346,-105.553687,40.035458,345,97,Point,0,D13,COMO,NA,0,2899.690984,1021,0.036657478
347,-105.553497,40.035448,346,98,Point,0,D13,COMO,NA,0,2899.690984,1021,0.029592493
348,-105.553393,40.035405,347,99,Point,0,D13,COMO,NA,0,2899.690984,1021,0.035481661
349,-105.553213,40.035402,348,100,Point,0,D13,COMO,NA,0,2899.690984,1021,0.061638519
350,-105.553075,40.035307,349,101,Point,0,D13,COMO,NA,0,2899.690984,1021,0.063207081
351,-105.552887,40.035277,350,102,Point,0,D13,COMO,NA,0,2899.690984,1021,0.047009446
352,-105.552723,40.035198,351,103,Point,0,D13,COMO,NA,0,2899.690984,1021,0.018525548
353,-105.552605,40.035126,352,104,Point,0,D13,COMO,NA,0,2899.690984,1021,0.020771494
354,-105.552428,40.035118,353,105,Point,0,D13,COMO,NA,0,2899.690984,1021,0.03289052
355,-105.552298,40.035001,354,106,Point,0,D13,COMO,NA,0,2899.690984,1021,0.032895367
356,-105.5521,40.034965,355,107,Point,0,D13,COMO,NA,0,2899.690984,1021,0.043476578
357,-105.551929,40.034872,356,108,Point,0,D13,COMO,NA,0,2899.690984,1021,0.048109032
358,-105.551744,40.034884,357,109,Point,0,D13,COMO,NA,0,2899.690984,1021,0.056486415
359,-105.551567,40.034839,358,110,Point,0,D13,COMO,NA,0,2899.690984,1021,0.056202486
360,-105.551403,40.034774,359,111,Point,0,D13,COMO,NA,0,2899.690984,1021,0.075073179
361,-105.551262,40.034712,360,112,Point,0,D13,COMO,NA,0,2899.690984,1021,0.081634609
362,-105.551072,40.034658,361,113,Point,0,D13,COMO,NA,0,2899.690984,1021,0.095727764
363,-105.55088,40.034615,362,114,Point,0,D13,COMO,NA,0,2899.690984,1021,0.067007768
364,-105.550706,40.034588,363,115,Point,0,D13,COMO,NA,0,2899.690984,1021,0.057402787
365,-105.55052,40.034652,364,116,Point,0,D13,COMO,NA,0,2899.690984,1021,0.024427583
366,-105.550317,40.034607,365,117,Point,0,D13,COMO,NA,0,2899.690984,1021,0.021956727
367,-105.550128,40.034589,366,118,Point,0,D13,COMO,NA,0,2899.690984,1021,0.046771896
368,-105.549932,40.034571,367,119,Point,0,D13,COMO,NA,0,2899.690984,1021,0.057599137
369,-105.54985,40.03459,368,120,Point,0,D13,COMO,NA,0,2899.690984,1021,0.017599137
370,-105.54985,40.03459,368,120,Point,5,D14,COMO,NA,0,160.412588,1022,0.060559631
371,-105.549737,40.034603,369,121,Point,0,D13,COMO,NA,0,2899.690984,1022,0.037991243
372,-105.549546,40.034573,370,122,Point,0,D13,COMO,NA,0,2899.690984,1022,0.040341623
373,-105.54937,40.034525,371,123,Point,0,D13,COMO,NA,0,2899.690984,1022,0.038022129
374,-105.549157,40.034546,372,124,Point,0,D13,COMO,NA,0,2899.690984,1022,0.040289105
375,-105.549082,40.034556,372,124,Point,0,D13,COMO,NA,0,2899.690984,1022,0.010289105
376,-105.549082,40.034556,373,125,Point,16,D13,COMO,NA,0,327.822331,1019,0.065965026
377,-105.548932,40.034565,374,126,Point,0,D13,COMO,NA,0,2899.690984,1019,0.094438576
378,-105.548732,40.034574,375,127,Point,0,D13,COMO,NA,0,2899.690984,1019,0.096386749
379,-105.548522,40.034602,376,128,Point,0,D13,COMO,NA,0,2899.690984,1019,0.06823903
380,-105.548314,40.034602,377,129,Point,0,D13,COMO,NA,0,2899.690984,1019,0.067612731
381,-105.548161,40.034666,378,130,Point,0,D13,COMO,NA,0,2899.690984,1019,0.087165241
382,-105.547963,40.034661,379,131,Point,0,D13,COMO,NA,0,2899.690984,1019,0.086021896
383,-105.547755,40.034676,380,132,Point,0,D13,COMO,NA,0,2899.690984,1019,0.052664014
384,-105.547567,40.034731,381,133,Point,0,D13,COMO,NA,0,2899.690984,1019,0.04035714
385,-105.547377,40.03472,382,134,Point,0,D13,COMO,NA,0,2899.690984,1019,0.057321939
386,-105.547176,40.034713,383,135,Point,0,D13,COMO,NA,0,2899.690984,1019,0.096145834
387,-105.547075,40.034858,384,136,Point,0,D13,COMO,NA,0,2899.690984,1019,0.085413345
388,-105.546897,40.034786,385,137,Point,0,D13,COMO,NA,0,2899.690984,1019,0.071234389
389,-105.546728,40.034781,386,138,Point,0,D13,COMO,NA,0,2899.690984,1019,0.0643842
390,-105.546518,40.03479,387,139,Point,0,D13,COMO,NA,0,2899.690984,1019,0.03455345
391,-105.546316,40.034833,388,140,Point,0,D13,COMO,NA,0,2899.690984,1019,0.05683531
392,-105.546156,40.034915,389,141,Point,0,D13,COMO,NA,0,2899.690984,1019,0.02145685
393,-105.545963,40.034924,390,142,Point,0,D13,COMO,NA,0,2899.690984,1019,0.03142537
394,-105.545751,40.034948,391,143,Point,0,D13,COMO,NA,0,2899.690984,1019,0.03245538
395,-105.545612,40.035037,392,144,Point,0,D13,COMO,NA,0,2899.690984,1019,0.03867533
396,-105.545414,40.035016,393,145,Point,0,D13,COMO,NA,0,2899.690984,1019,0.04593338
397,-105.545209,40.035034,394,146,Point,0,D13,COMO,NA,0,2899.690984,1019,0.05689339
398,-105.544999,40.035008,395,147,Point,0,D13,COMO,NA,0,2899.690984,1019,0.087614699
399,-105.54479,40.034965,396,148,Point,0,D13,COMO,NA,0,2899.690984,1019,0.070228211
400,-105.544584,40.034945,397,149,Point,0,D13,COMO,NA,0,2899.690984,1019,0.113456656
401,-105.544387,40.034955,398,150,Point,0,D13,COMO,NA,0,2899.690984,1019,0.113456656